index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
789, 1254141, 1001460, 1254415, 1165931, 881714, 161, 1799491, 1748740
790, 1255361, 1002552, 1255645, 1167161, 882944, 161, 1801107, 1750346
791, 1256585, 1003636, 1256851, 1168367, 884150, 161, 1802780, 1752015
792, 1258228, 1005113, 1258542, 1170058, 885841, 161, 1804977, 1754206
793, 1260272, 1006932, 1260534, 1172050, 887833, 161, 1807298, 1756522
794, 1261415, 1007960, 1261690, 1173206, 888989, 161, 1809021, 1758237
795, 1262642, 1009053, 1262912, 1174428, 890211, 161, 1810731, 1759939
796, 1264463, 1010700, 1264799, 1176315, 892098, 161, 1812663, 1761832
797, 1267507, 1013383, 1267779, 1179295, 895078, 161, 1815675, 1764838
798, 1268773, 1014515, 1269039, 1180555, 896338, 161, 1817441, 1766601
799, 1269986, 1015597, 1270261, 1181777, 897560, 161, 1819072, 1768226
800, 1271223, 1016709, 1271503, 1183019, 898802, 161, 1820767, 1769917
801, 1273160, 1018452, 1273441, 1184957, 900740, 161, 1822796, 1771923
802, 1274880, 1020012, 1275192, 1186708, 902491, 161, 1824722, 1773842
803, 1276750, 1021647, 1277045, 1188561, 904344, 161, 1826949, 1776062
804, 1278685, 1023359, 1278941, 1190457, 906240, 161, 1829093, 1778198
805, 1279893, 1024449, 1280148, 1191664, 907447, 161, 1830821, 1779921
806, 1281080, 1025526, 1281368, 1192884, 908667, 161, 1832631, 1781724
807, 1282414, 1026716, 1282679, 1194195, 909978, 161, 1834329, 1783420
808, 1283560, 1027734, 1283838, 1195354, 911137, 161, 1836002, 1785082
809, 1284786, 1028827, 1285055, 1196571, 912354, 161, 1837668, 1786742
810, 1287247, 1031011, 1287509, 1199025, 914808, 161, 1840357, 1789426
811, 1288440, 1032086, 1288708, 1200224, 916007, 161, 1842133, 1791199
812, 1289678, 1033204, 1289932, 1201448, 917231, 161, 1843863, 1792919
813, 1292124, 1035458, 1292368, 1203884, 919667, 169, 1846112, 1795158
814, 1294444, 1037559, 1294708, 1206224, 922007, 169, 1848320, 1797362
815, 1296667, 1039548, 1296940, 1208456, 924239, 169, 1850469, 1799504
816, 1301438, 1043798, 1301694, 1213210, 928993, 169, 1854233, 1803257
817, 1303767, 1045898, 1304046, 1215562, 931345, 169, 1856529, 1805549
818, 1306021, 1047903, 1306293, 1217809, 933592, 169, 1858732, 1807744
819, 1308421, 1050056, 1308695, 1220211, 935994, 169, 1860898, 1809899
820, 1310776, 1052171, 1311045, 1222561, 938344, 170, 1863088, 1812079
821, 1315262, 1056181, 1315535, 1227051, 942834, 170, 1866814, 1815793
822, 1317521, 1058197, 1317794, 1229310, 945093, 170, 1869169, 1818142
823, 1321194, 1059094, 1323242, 1230766, 946549, 177, 1871959, 1819293
824, 1330164, 1059100, 1332212, 1230766, 946549, 177, 1875417, 1819329
825, 1338988, 1059107, 1341036, 1230766, 946549, 177, 1878927, 1819353
826, 1347888, 1059110, 1349936, 1230766, 946549, 177, 1882515, 1819385
827, 1356658, 1059128, 1358705, 1230766, 946549, 177, 1886234, 1819425
828, 1367882, 1059133, 1369929, 1230766, 946549, 177, 1890904, 1819481
829, 1380926, 1059139, 1382973, 1230766, 946549, 177, 1896026, 1819512
830, 1394459, 1059144, 1396507, 1230766, 946549, 177, 1901362, 1819540
831, 1399409, 1059198, 1401442, 1230774, 946557, 178, 1905761, 1820001
832, 1402171, 1061203, 1402641, 1231886, 947669, 195, 1907523, 1821362
833, 1405138, 1063861, 1405458, 1234676, 950459, 221, 1911005, 1824662
834, 1406960, 1065488, 1407243, 1236461, 952244, 221, 1913524, 1827061
835, 1408535, 1066909, 1408800, 1238018, 953801, 222, 1915661, 1829086
836, 1410062, 1068298, 1410345, 1239563, 955346, 222, 1917898, 1831239
837, 1411609, 1069693, 1411898, 1241116, 956899, 222, 1920057, 1833340
838, 1413130, 1071057, 1413407, 1242625, 958408, 222, 1922203, 1835411
839, 1414676, 1072462, 1414961, 1244179, 959962, 222, 1924341, 1837486
840, 1416212, 1073850, 1416476, 1245694, 961477, 223, 1926434, 1839539
841, 1417718, 1075216, 1417990, 1247208, 962991, 223, 1928562, 1841633
842, 1419217, 1076571, 1419498, 1248716, 964499, 224, 1930704, 1843733
843, 1422220, 1079294, 1422491, 1251709, 967492, 226, 1934554, 1847556
844, 1423715, 1080654, 1423997, 1253215, 968998, 226, 1936728, 1849689
845, 1425259, 1082042, 1425538, 1254756, 970539, 226, 1938857, 1851769
846, 1426126, 1082823, 1426471, 1255689, 971472, 226, 1940739, 1853600
847, 1429060, 1085463, 1429332, 1258550, 974333, 226, 1944270, 1857094
848, 1430577, 1086842, 1430844, 1260062, 975845, 226, 1946581, 1859375
849, 1432098, 1088237, 1432380, 1261598, 977381, 226, 1948786, 1861557
850, 1433626, 1089618, 1433909, 1263127, 978910, 226, 1950925, 1863662
851, 1435138, 1090973, 1435403, 1264621, 980404, 226, 1953088, 1865787
852, 1436672, 1092369, 1436948, 1266166, 981949, 226, 1955285, 1867956
853, 1438237, 1093801, 1438520, 1267738, 983521, 226, 1957502, 1870147
854, 1439774, 1095187, 1440065, 1269283, 985066, 227, 1959693, 1872297
855, 1441284, 1096546, 1441559, 1270777, 986560, 227, 1961876, 1874458
856, 1441953, 1097162, 1442267, 1271485, 987268, 227, 1963497, 1876053
857, 1443377, 1098442, 1443722, 1272940, 988723, 227, 1965872, 1878395
858, 1444995, 1099923, 1445285, 1274503, 990286, 227, 1968080, 1880580
859, 1446528, 1101307, 1446803, 1276021, 991804, 227, 1970232, 1882707
860, 1448028, 1102670, 1448309, 1277527, 993310, 227, 1972383, 1884836
861, 1449542, 1104037, 1449812, 1279030, 994813, 227, 1974532, 1886961
862, 1451043, 1105389, 1451309, 1280527, 996310, 227, 1976674, 1889081
863, 1452630, 1106851, 1452908, 1282126, 997909, 227, 1978858, 1891242
864, 1454296, 1108366, 1454603, 1283821, 999604, 227, 1981255, 1893620
865, 1457226, 1111008, 1457501, 1286719, 1002502, 227, 1984862, 1897209
866, 1458749, 1112383, 1459028, 1288246, 1004029, 227, 1987102, 1899424
867, 1460262, 1113752, 1460531, 1289749, 1005532, 227, 1989288, 1901590
868, 1462072, 1115407, 1462397, 1291615, 1007398, 227, 1992176, 1904453
869, 1464806, 1117877, 1465076, 1294294, 1010077, 228, 1995170, 1907417
870, 1466328, 1119269, 1466609, 1295827, 1011610, 228, 1997521, 1909757
871, 1467871, 1120660, 1468150, 1297368, 1013151, 228, 1999763, 1911984
872, 1469399, 1122051, 1469664, 1298882, 1014665, 228, 2001929, 1914134
873, 1470926, 1123448, 1471190, 1300408, 1016191, 228, 2004109, 1916300
874, 1473888, 1126138, 1474160, 1303378, 1019161, 228, 2007752, 1919921
875, 1475369, 1127471, 1475645, 1304863, 1020646, 228, 2010042, 1922205
876, 1476896, 1128852, 1477178, 1306396, 1022179, 228, 2012300, 1924445
877, 1478423, 1130242, 1478699, 1307917, 1023700, 228, 2014459, 1926591
878, 1479943, 1131620, 1480211, 1309429, 1025212, 228, 2016643, 1928763
879, 1481463, 1133007, 1481726, 1310944, 1026727, 228, 2018817, 1930924
880, 1483341, 1134727, 1483655, 1312873, 1028656, 228, 2021705, 1933798
881, 1486097, 1137236, 1486379, 1315597, 1031380, 228, 2024843, 1936925
882, 1487600, 1138589, 1487866, 1317084, 1032867, 228, 2027007, 1939076
883, 1489114, 1139974, 1489393, 1318611, 1034394, 228, 2029131, 1941182
884, 1490653, 1141372, 1490935, 1320153, 1035936, 228, 2031338, 1943379
885, 1492235, 1142805, 1492501, 1321719, 1037502, 228, 2033537, 1945566
886, 1493956, 1144372, 1494313, 1323531, 1039314, 228, 2036042, 1948060
887, 1496830, 1146938, 1497100, 1326318, 1042101, 228, 2039542, 1951542
888, 1498283, 1148247, 1498555, 1327773, 1043556, 228, 2041689, 1953680
889, 1499768, 1149592, 1500049, 1329267, 1045050, 228, 2043888, 1955866
890, 1501265, 1150937, 1501543, 1330761, 1046544, 228, 2046069, 1958035
891, 1502782, 1152300, 1503066, 1332284, 1048067, 229, 2048284, 1960232
892, 1503652, 1153090, 1503977, 1333195, 1048978, 229, 2050141, 1962078
893, 1506524, 1155686, 1506791, 1336009, 1051792, 229, 2053560, 1965478
894, 1508006, 1157027, 1508281, 1337499, 1053282, 229, 2055830, 1967741
895, 1509521, 1158390, 1509795, 1339013, 1054796, 229, 2058033, 1969931
896, 1511083, 1159815, 1511366, 1340584, 1056367, 229, 2060150, 1972032
897, 1512615, 1161198, 1512892, 1342110, 1057893, 229, 2062304, 1974171
898, 1514137, 1162574, 1514422, 1343640, 1059423, 229, 2064519, 1976373
899, 1514879, 1163241, 1515208, 1344426, 1060209, 229, 2066153, 1977989
900, 1516342, 1164550, 1516690, 1345908, 1061691, 229, 2068319, 1980137
901, 1517899, 1165969, 1518187, 1347405, 1063188, 229, 2070526, 1982335
902, 1519488, 1167403, 1519750, 1348968, 1064751, 229, 2072778, 1984576
903, 1520958, 1168731, 1521226, 1350444, 1066227, 229, 2074920, 1986707
904, 1522481, 1170127, 1522768, 1351986, 1067769, 229, 2077117, 1988893
905, 1524025, 1171520, 1524301, 1353519, 1069302, 229, 2079344, 1991109
906, 1525539, 1172876, 1525816, 1355034, 1070817, 229, 2081530, 1993289
907, 1527901, 1175009, 1528233, 1357451, 1073234, 229, 2084831, 1996577
908, 1528585, 1175625, 1528942, 1358160, 1073943, 229, 2086676, 1998412
909, 1529939, 1176791, 1530250, 1359468, 1075251, 229, 2088614, 2000346
910, 1530900, 1177582, 1531853, 1360818, 1076601, 237, 2090789, 2002262
911, 1532948, 1179369, 1533438, 1362384, 1078167, 240, 2092948, 2004408
912, 1534674, 1180731, 1534946, 1363892, 1079675, 240, 2095127, 2006575
913, 1536187, 1182116, 1536468, 1365414, 1081197, 240, 2097299, 2008737
914, 1537799, 1183576, 1538111, 1367057, 1082840, 240, 2099684, 2011108
915, 1539984, 1185529, 1540307, 1369253, 1085036, 240, 2102936, 2014346
916, 1541233, 1186663, 1541551, 1370497, 1086280, 240, 2104637, 2016043
917, 1541233, 1186663, 1541551, 1370497, 1086280, 240, 2105213, 2016611
918, 1542708, 1187954, 1543076, 1372022, 1087805, 240, 2108256, 2019649
919, 1543370, 1188522, 1543725, 1372671, 1088454, 240, 2109989, 2021371
920, 1543991, 1189060, 1544366, 1373312, 1089095, 240, 2111659, 2023031
921, 1544667, 1189642, 1545032, 1373978, 1089761, 240, 2113302, 2024653
922, 1545366, 1190246, 1545698, 1374644, 1090427, 240, 2114911, 2026253
923, 1546667, 1191381, 1547035, 1375981, 1091764, 241, 2117534, 2028865
924, 1547281, 1191913, 1547676, 1376622, 1092405, 241, 2119308, 2030632
925, 1548005, 1192541, 1548384, 1377330, 1093113, 241, 2120951, 2032267
926, 1548682, 1193116, 1549042, 1377988, 1093771, 241, 2122647, 2033947
927, 1549357, 1193694, 1549706, 1378652, 1094435, 241, 2124307, 2035602
928, 1550228, 1194439, 1550556, 1379502, 1095285, 241, 2126357, 2037644
929, 1551462, 1195555, 1551780, 1380726, 1096509, 242, 2128628, 2039908
930, 1552059, 1196084, 1552402, 1381348, 1097131, 242, 2130286, 2041560
931, 1552702, 1196648, 1553060, 1382006, 1097789, 242, 2131992, 2043257
932, 1553747, 1197551, 1554099, 1383045, 1098828, 242, 2134118, 2045375
933, 1555769, 1199318, 1556047, 1384993, 1100776, 252, 2136899, 2048109
934, 1555769, 1199318, 1556047, 1384993, 1100776, 252, 2137432, 2048631
935, 1559146, 1202389, 1559414, 1388360, 1104143, 253, 2141156, 2052337
936, 1560792, 1203869, 1561082, 1390028, 1105811, 253, 2143504, 2054679
937, 1562561, 1205446, 1562825, 1391771, 1107554, 253, 2145763, 2056930
938, 1564258, 1206990, 1564541, 1393487, 1109270, 253, 2147933, 2059093
939, 1565960, 1208519, 1566251, 1395197, 1110980, 253, 2150068, 2061222
940, 1567603, 1209986, 1567877, 1396823, 1112606, 253, 2152229, 2063376
941, 1570947, 1212973, 1571221, 1400167, 1115950, 253, 2155964, 2067099
942, 1571770, 1213698, 1572127, 1401073, 1116856, 253, 2157907, 2069038
943, 1573114, 1214837, 1573480, 1402426, 1118209, 254, 2159889, 2070990
944, 1574788, 1216322, 1575050, 1403996, 1119779, 254, 2162101, 2073191
945, 1576359, 1217742, 1576617, 1405563, 1121346, 254, 2164289, 2075365
946, 1577259, 1218545, 1577590, 1406536, 1122319, 254, 2166149, 2077210
947, 1577858, 1219087, 1578231, 1407177, 1122960, 254, 2167778, 2078837
948, 1579201, 1220235, 1579560, 1408506, 1124289, 254, 2170396, 2081441
949, 1579890, 1220842, 1580222, 1409168, 1124951, 254, 2172155, 2083182
950, 1580548, 1221410, 1580879, 1409825, 1125608, 254, 2173864, 2084878
951, 1581153, 1221940, 1581517, 1410463, 1126246, 255, 2175632, 2086638
952, 1582383, 1223000, 1582809, 1411755, 1127538, 255, 2177637, 2088604
953, 1583364, 1223835, 1583694, 1412640, 1128423, 255, 2179528, 2090485
954, 1583994, 1224404, 1584361, 1413307, 1129090, 255, 2181141, 2092082
955, 1587185, 1227202, 1587459, 1416405, 1132188, 256, 2184693, 2095616
956, 1588944, 1228788, 1589223, 1418169, 1133952, 256, 2187031, 2097941
957, 1590605, 1230280, 1590881, 1419827, 1135610, 256, 2189177, 2100079
958, 1592265, 1231779, 1592555, 1421501, 1137284, 256, 2191327, 2102217
959, 1595576, 1234743, 1595853, 1424799, 1140582, 256, 2194966, 2105850
960, 1596443, 1235508, 1596792, 1425738, 1141521, 256, 2196957, 2107834
961, 1597692, 1236578, 1598080, 1427026, 1142809, 256, 2199046, 2109895
962, 1599364, 1238067, 1599633, 1428579, 1144362, 256, 2201249, 2112087
963, 1600861, 1239425, 1601139, 1430085, 1145868, 256, 2203465, 2114291
964, 1601806, 1240274, 1602163, 1431109, 1146892, 256, 2205534, 2116348
