index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
26, 2375795, 2034634, 2376122, 2366390, 2366390, 1409, 925031, 889426
27, 2467848, 2112165, 2468141, 2458409, 2458409, 1545, 960609, 923046
28, 2559376, 2189501, 2559704, 2549972, 2549972, 1654, 996184, 956829
29, 2650867, 2267128, 2651256, 2641524, 2641524, 1770, 1031751, 990702
30, 2742380, 2344643, 2742765, 2733033, 2733033, 1943, 1067329, 1024514
31, 2834846, 2422066, 2835168, 2825436, 2825436, 2146, 1102897, 1057909
32, 2926729, 2499041, 2927026, 2917294, 2917294, 2316, 1138469, 1091321
33, 3018046, 2575661, 3018343, 3008611, 3008611, 2482, 1174049, 1124789
34, 3109227, 2652037, 3109550, 3099818, 3099818, 2677, 1209626, 1158259
35, 3200455, 2728082, 3200929, 3191197, 3191197, 2901, 1245203, 1191532
36, 3292837, 2805017, 3293212, 3283480, 3283480, 3125, 1280793, 1224824
37, 3384235, 2881429, 3384547, 3374815, 3374815, 3306, 1316370, 1258180
38, 3475586, 2957921, 3475875, 3466143, 3466143, 3449, 1351951, 1291495
39, 3566873, 3035048, 3567166, 3557434, 3557434, 3537, 1387527, 1324962
40, 3658589, 3112707, 3658930, 3649198, 3649198, 3646, 1423106, 1358487
41, 3750749, 3190403, 3751121, 3741389, 3741389, 3807, 1458675, 1391871
42, 3842030, 3266668, 3842381, 3832649, 3832649, 3985, 1494260, 1425047
43, 3933325, 3343235, 3933625, 3923893, 3923893, 4143, 1529840, 1458319
44, 4024493, 3420744, 4024765, 4015033, 4015033, 4252, 1565417, 1492067
45, 4116392, 3499333, 4116679, 4106947, 4106947, 4359, 1600994, 1526026
46, 4208394, 3578572, 4208660, 4198928, 4198928, 4475, 1636575, 1560313
47, 4299625, 3656754, 4299969, 4290237, 4290237, 4618, 1672152, 1594407
48, 4390861, 3734952, 4391162, 4381430, 4381430, 4764, 1707732, 1628519
49, 4482083, 3813782, 4482386, 4472654, 4472654, 4874, 1743319, 1662941
50, 4574348, 3893219, 4574645, 4564913, 4564913, 4982, 1778898, 1697227
51, 4639485, 3949858, 4639734, 4630002, 65085, 73, 1804624, 1722021
52, 4704656, 4006852, 4704911, 4695179, 130262, 126, 1830390, 1746980
53, 4769927, 4064106, 4770175, 4760443, 195526, 182, 1856169, 1772016
54, 4835083, 4120933, 4835367, 4825635, 260718, 258, 1881903, 1796852
55, 4900257, 4177380, 4900523, 4890791, 325874, 356, 1907611, 1821492
56, 4965277, 4233568, 4965571, 4955839, 390922, 460, 1933297, 1846044
57, 5030444, 4290178, 5030734, 5021002, 456085, 533, 1959021, 1870778
58, 5095586, 4346735, 5095893, 5086161, 521244, 597, 1984742, 1895518
59, 5160787, 4403370, 5161070, 5151338, 586421, 660, 2010475, 1920305
60, 5226016, 4460176, 5226304, 5216572, 651655, 712, 2036231, 1945170
61, 5291288, 4517026, 5291564, 5281832, 716915, 760, 2061975, 1970002
62, 5356543, 4573898, 5356808, 5347076, 782159, 805, 2087722, 1994843
63, 5421819, 4631037, 5422088, 5412356, 847439, 844, 2113480, 2019815
64, 5487189, 4688461, 5487453, 5477721, 912804, 875, 2139267, 2044911
65, 5552489, 4745885, 5552765, 5543033, 978116, 907, 2165049, 2070023
66, 5617793, 4803362, 5618064, 5608332, 1043415, 941, 2190838, 2095153
67, 5683121, 4860696, 5683392, 5673660, 1108743, 981, 2216613, 2120205
68, 5748452, 4917890, 5748707, 5738975, 1174058, 1034, 2242372, 2145199
69, 5813827, 4975451, 5814103, 5804371, 1239454, 1061, 2268163, 2170347
70, 5879125, 5032960, 5879421, 5869689, 1304772, 1086, 2293936, 2195476
71, 5944520, 5090539, 5944794, 5935062, 1370145, 1124, 2319745, 2220623
72, 6009808, 5147917, 6010101, 6000369, 1435452, 1165, 2345536, 2245674
73, 6075115, 5205198, 6075403, 6065671, 1500754, 1218, 2371289, 2270608
74, 6140370, 5262325, 6140644, 6130912, 1565995, 1274, 2397031, 2295456
75, 6205651, 5319641, 6205926, 6196194, 1631277, 1332, 2422797, 2320369
76, 6271086, 5377252, 6271343, 6261611, 1696694, 1379, 2448603, 2345444
77, 6336552, 5435091, 6336809, 6327077, 1762160, 1416, 2474433, 2370672
78, 6402019, 5492873, 6402279, 6392547, 1827630, 1440, 2500254, 2395938
79, 6467497, 5550462, 6467739, 6458007, 1893090, 1481, 2526061, 2421126
80, 6532880, 5607850, 6533143, 6523411, 1958494, 1538, 2551851, 2446223
81, 6598289, 5665540, 6598544, 6588812, 2023895, 1575, 2577660, 2471453
82, 6663727, 5723426, 6664019, 6654287, 2089370, 1596, 2603485, 2496751
83, 6729140, 5781121, 6729427, 6719695, 2154778, 1633, 2629304, 2521997
84, 6794539, 5838955, 6794795, 6785063, 2220146, 1669, 2655124, 2547308
85, 6859929, 5897062, 6860123, 6850391, 2285474, 1707, 2680984, 2572776
86, 6925273, 5955177, 6925457, 6915725, 2350808, 1744, 2706852, 2598257
87, 6990599, 6013277, 6990791, 6981059, 2416142, 1766, 2732707, 2623716
88, 7055947, 6071352, 7056123, 7046391, 2481474, 1779, 2758559, 2649162
89, 7121263, 6129556, 7121454, 7111722, 2546805, 1784, 2784413, 2674669
90, 7186534, 6187668, 7186744, 7177012, 2612095, 1797, 2810262, 2700141
91, 7251864, 6245774, 7252080, 7242348, 2677431, 1825, 2836111, 2725561
92, 7317181, 6303835, 7317380, 7307648, 2742731, 1873, 2861953, 2750946
93, 7382600, 6362213, 7382803, 7373071, 2808154, 1908, 2887810, 2776428
94, 7447974, 6420622, 7448175, 7438443, 2873526, 1933, 2913656, 2801884
95, 7513307, 6479026, 7513500, 7503768, 2938851, 1962, 2939500, 2827336
96, 7578690, 6537570, 7578902, 7569170, 3004253, 1988, 2965364, 2852869
97, 7644248, 6596236, 7644475, 7634743, 3069826, 2022, 2991253, 2878479
98, 7709823, 6654863, 7710043, 7700311, 3135394, 2057, 3017138, 2904090
99, 7775377, 6713730, 7775584, 7765852, 3200935, 2069, 3043031, 2929831
100, 7840927, 6772676, 7841120, 7831388, 3266471, 2073, 3068938, 2955625
101, 7906462, 6831620, 7906680, 7896948, 3332031, 2076, 3094859, 2981433
102, 7972108, 6890624, 7972345, 7962613, 3397696, 2081, 3120782, 3007244
103, 8037751, 6949595, 8037984, 8028252, 3463335, 2083, 3146704, 3033053
104, 8103291, 7008414, 8103525, 8093793, 3528876, 2098, 3172609, 3058801
105, 8168803, 7067298, 8169036, 8159304, 3594387, 2106, 3198516, 3084579
106, 8234370, 7126275, 8234598, 8224866, 3659949, 2110, 3224439, 3110390
107, 8299986, 7185257, 8300218, 8290486, 3725569, 2115, 3250364, 3136202
108, 8365606, 7244214, 8365839, 8356107, 3791190, 2118, 3276282, 3162007
109, 8431185, 7303154, 8431418, 8421686, 3856769, 2120, 3302197, 3187809
110, 8496658, 7361935, 8496897, 8487165, 3922248, 2138, 3328093, 3213544
111, 8562219, 7420869, 8562450, 8552718, 3987801, 2145, 3354011, 3239337
112, 8627801, 7479812, 8628050, 8618318, 4053401, 2148, 3379932, 3265138
113, 8693397, 7538594, 8693644, 8683912, 4118995, 2162, 3405836, 3290874
114, 8758952, 7597349, 8759202, 8749470, 4184553, 2180, 3431733, 3316599
115, 8824546, 7656161, 8824789, 8815057, 4250140, 2200, 3457632, 3342329
116, 8890162, 7715023, 8890402, 8880670, 4315753, 2220, 3483535, 3368062
117, 8955655, 7773787, 8955873, 8946141, 4381224, 2238, 3509434, 3393792
118, 9021164, 7832583, 9021359, 9011627, 4446710, 2257, 3535323, 3419511
119, 9086588, 7891316, 9086774, 9077042, 4512125, 2278, 3561214, 3445234
120, 9152009, 7950117, 9152199, 9142467, 4577550, 2292, 3587117, 3470990
121, 9217436, 8008995, 9217620, 9207888, 4642971, 2296, 3613025, 3496785
122, 9282869, 8067870, 9283053, 9273321, 4708404, 2298, 3638933, 3522580
123, 9348316, 8126755, 9348501, 9338769, 4773852, 2301, 3664844, 3548379
124, 9413740, 8185613, 9413921, 9404189, 4839272, 2305, 3690751, 3574173
125, 9479224, 8244525, 9479411, 9469679, 4904762, 2310, 3716677, 3599987
126, 9544709, 8303425, 9544912, 9535180, 4970263, 2314, 3742584, 3625781
127, 9610236, 8362341, 9610443, 9600711, 5035794, 2316, 3768497, 3651581
128, 9675718, 8421209, 9675922, 9666190, 5101273, 2319, 3794402, 3677373
129, 9741183, 8480081, 9741397, 9731665, 5166748, 2323, 3820313, 3703172
130, 9806666, 8538948, 9806878, 9797146, 5232229, 2328, 3846224, 3728970
131, 9872186, 8597834, 9872399, 9862667, 5297750, 2331, 3872134, 3754767
132, 9937738, 8656737, 9937951, 9928219, 5363302, 2333, 3898049, 3780569
133, 10003355, 8715694, 10003585, 9993853, 5428936, 2335, 3923961, 3806362
134, 10068970, 8774665, 10069210, 10059478, 5494561, 2341, 3949877, 3832158
135, 10134625, 8833701, 10134863, 10125131, 5560214, 2346, 3975795, 3857963
136, 10200279, 8892632, 10200515, 10190783, 5625866, 2359, 4001696, 3883714
137, 10265939, 8951497, 10266173, 10256441, 5691524, 2382, 4027603, 3909441
138, 10331529, 9010181, 10331784, 10322052, 5757135, 2416, 4053497, 3935105
139, 10397116, 9068819, 10397368, 10387636, 5822719, 2456, 4079397, 3960761
140, 10462661, 9127338, 10462902, 10453170, 5888253, 2497, 4105294, 3986390
141, 10528299, 9186168, 10528534, 10518802, 5953885, 2517, 4131190, 4012118
142, 10593955, 9245005, 10594192, 10584460, 6019543, 2535, 4157084, 4037842
143, 10659545, 9303750, 10659800, 10650068, 6085151, 2556, 4182975, 4063535
144, 10725084, 9362040, 10725359, 10715627, 6150710, 2617, 4208846, 4089050
145, 10790615, 9420092, 10790866, 10781134, 6216217, 2694, 4234697, 4114460
146, 10856127, 9478026, 10856381, 10846649, 6281732, 2766, 4260529, 4139814
147, 10921570, 9535997, 10921843, 10912111, 6347194, 2834, 4286352, 4165193
148, 10987089, 9594135, 10987328, 10977596, 6412679, 2888, 4312196, 4190641
149, 11052500, 9652446, 11052730, 11042998, 6478081, 2927, 4338075, 4216200
150, 11117850, 9710581, 11118066, 11108334, 6543417, 2976, 4363930, 4241693
151, 11183280, 9768652, 11183487, 11173755, 6608838, 3034, 4389793, 4267156
152, 11248667, 9826765, 11248865, 11239133, 6674216, 3091, 4415645, 4292647
153, 11313948, 9884471, 11314177, 11304445, 6739528, 3169, 4441482, 4317999
154, 11379294, 9942348, 11379517, 11369785, 6804868, 3241, 4467322, 4343380
155, 11444675, 10000204, 11444888, 11435156, 6870239, 3306, 4493150, 4368739
156, 11509897, 10057832, 11510123, 11500391, 6935474, 3375, 4518942, 4393998
157, 11575114, 10115408, 11575334, 11565602, 7000685, 3449, 4544726, 4419231
158, 11640322, 10172944, 11640517, 11630785, 7065868, 3526, 4570520, 4444452
159, 11705544, 10230646, 11705737, 11696005, 7131088, 3595, 4596349, 4469771
160, 11770951, 10288566, 11771146, 11761414, 7196497, 3668, 4622191, 4495127
161, 11836307, 10346492, 11836539, 11826807, 7261890, 3739, 4648018, 4520450
162, 11901712, 10404299, 11901928, 11892196, 7327279, 3814, 4673844, 4545682
163, 11966929, 10461882, 11967196, 11957464, 7392547, 3902, 4699644, 4570826
164, 12032204, 10519384, 12032477, 12022745, 7457828, 4010, 4725445, 4595976
165, 12097444, 10576535, 12097701, 12087969, 7523052, 4121, 4751213, 4620979
166, 12162619, 10633514, 12162903, 12153171, 7588254, 4224, 4776963, 4645936
167, 12227800, 10690436, 12228080, 12218348, 7653431, 4323, 4802714, 4670899
168, 12293035, 10747620, 12293300, 12283568, 7718651, 4403, 4828494, 4696012
169, 12358344, 10804996, 12358566, 12348834, 7783917, 4471, 4854291, 4721197
170, 12423605, 10862183, 12423862, 12414130, 7849213, 4550, 4880077, 4746296
171, 12488913, 10919096, 12489191, 12479459, 7914542, 4665, 4905836, 4771254
172, 12554129, 10975744, 12554404, 12544672, 7979755, 4796, 4931576, 4796111
173, 12619323, 11032390, 12619580, 12609848, 8044931, 4940, 4957320, 4820969
174, 12684465, 11089191, 12684753, 12675021, 8110104, 5076, 4983059, 4845864
175, 12749630, 11146058, 12749948, 12740216, 8175299, 5208, 5008799, 4870782
176, 12814871, 11203106, 12815164, 12805432, 8240515, 5316, 5034542, 4895744
177, 12880220, 11260480, 12880494, 12870762, 8305845, 5407, 5060322, 4920834
178, 12945600, 11317992, 12945879, 12936147, 8371230, 5489, 5086117, 4945977
179, 13010994, 11375740, 13011277, 13001545, 8436628, 5554, 5111928, 4971238
180, 13076521, 11433784, 13076777, 13067045, 8502128, 5606, 5137769, 4996622
181, 13142090, 11491808, 13142335, 13132603, 8567686, 5660, 5163614, 5022008
182, 13207589, 11549960, 13207844, 13198112, 8633195, 5710, 5189469, 5047463
183, 13273078, 11608088, 13273315, 13263583, 8698666, 5759, 5215314, 5072874
184, 13338606, 11666309, 13338847, 13329115, 8764198, 5801, 5241168, 5098305
185, 13404104, 11724691, 13404352, 13394620, 8829703, 5830, 5267029, 5123822
186, 13469681, 11783208, 13469931, 13460199, 8895282, 5856, 5292912, 5149395
187, 13535231, 11841757, 13535490, 13525758, 8960841, 5879, 5318792, 5175004
188, 13600743, 11900334, 13601003, 13591271, 9026354, 5901, 5344683, 5200648
189, 13666327, 11958963, 13666562, 13656830, 9091913, 5921, 5370582, 5226301
190, 13731764, 12017292, 13732010, 13722278, 9157361, 5953, 5396437, 5251794
191, 13797125, 12075533, 13797356, 13787624, 9222707, 5987, 5422305, 5277295
192, 13862448, 12133600, 13862648, 13852916, 9287999, 6042, 5448166, 5302737
193, 13927735, 12191620, 13927922, 13918190, 9353273, 6111, 5474018, 5328189
194, 13993066, 12249733, 13993277, 13983545, 9418628, 6170, 5499885, 5353679
195, 14058429, 12307844, 14058646, 14048914, 9483997, 6235, 5525733, 5379148
196, 14123709, 12365503, 14123937, 14114205, 9549288, 6316, 5551558, 5404408
197, 14188954, 12423049, 14189192, 14179460, 9614543, 6397, 5577376, 5429609
198, 14254274, 12480845, 14254506, 14244774, 9679857, 6472, 5603217, 5454935
199, 14319707, 12538831, 14319909, 14310177, 9745260, 6533, 5629078, 5480349
200, 14385181, 12597043, 14385386, 14375654, 9810737, 6591, 5654927, 5505821
201, 14450603, 12655204, 14450822, 14441090, 9876173, 6649, 5680775, 5531275
202, 14516025, 12713504, 14516246, 14506514, 9941597, 6691, 5706636, 5556791
203, 14581488, 12771753, 14581723, 14571991, 10007074, 6739, 5732505, 5582260
204, 14647044, 12830082, 14647263, 14637531, 10072614, 6776, 5758373, 5607729
205, 14712558, 12888342, 14712804, 14703072, 10138155, 6812, 5784237, 5633169
206, 14777991, 12946278, 14778257, 14768525, 10203608, 6863, 5810078, 5658492
207, 14843393, 13004111, 14843623, 14833891, 10268974, 6925, 5835909, 5683780
208, 14908814, 13062123, 14909053, 14899321, 10334404, 6970, 5861766, 5709146
209, 14974373, 13120420, 14974616, 14964884, 10399967, 7006, 5887638, 5734602
210, 15039943, 13178747, 15040197, 15030465, 10465548, 7038, 5913508, 5760092
211, 15105426, 13236880, 15105660, 15095928, 10531011, 7067, 5939349, 5785533
212, 15170876, 13295005, 15171113, 15161381, 10596464, 7099, 5965195, 5810967
213, 15236364, 13353225, 15236612, 15226880, 10661963, 7137, 5991066, 5836459
214, 15301852, 13411519, 15302120, 15292388, 10727471, 7176, 6016936, 5861974
215, 15367294, 13469477, 15367576, 15357844, 10792927, 7227, 6042774, 5887333
216, 15432719, 13527247, 15432988, 15423256, 10858339, 7289, 6068602, 5912612
217, 15498245, 13585228, 15498480, 15488748, 10923831, 7343, 6094456, 5937973
218, 15563783, 13643473, 15564026, 15554294, 10989377, 7389, 6120329, 5963446
219, 15629329, 13701679, 15629568, 15619836, 11054919, 7436, 6146170, 5988861
220, 15694885, 13759974, 15695121, 15685389, 11120472, 7477, 6172032, 6014317
221, 15760436, 13818304, 15760683, 15750951, 11186034, 7518, 6197894, 6039764
222, 15825908, 13876690, 15826166, 15816434, 11251517, 7553, 6223747, 6065241
223, 15891486, 13935166, 15891735, 15882003, 11317086, 7589, 6249606, 6090701
224, 15957082, 13993696, 15957331, 15947599, 11382682, 7626, 6275475, 6116198
225, 16022739, 14052303, 16022983, 16013251, 11448334, 7664, 6301358, 6141740
226, 16088356, 14110948, 16088583, 16078851, 11513934, 7705, 6327263, 6167343
227, 16153836, 14169603, 16154040, 16144308, 11579391, 7733, 6353149, 6192986
228, 16219374, 14228417, 16219556, 16209824, 11644907, 7751, 6379048, 6218710
229, 16284869, 14287233, 16285051, 16275319, 11710402, 7753, 6404949, 6244483
230, 16350334, 14345988, 16350529, 16340797, 11775880, 7760, 6430846, 6270227
231, 16415714, 14404620, 16415913, 16406181, 11841264, 7772, 6456739, 6295926
232, 16481142, 14463324, 16481334, 16471602, 11906685, 7784, 6482643, 6321649
233, 16546640, 14522100, 16546813, 16537081, 11972164, 7791, 6508543, 6347398
234, 16612096, 14580833, 16612285, 16602553, 12037636, 7798, 6534444, 6373150
235, 16677606, 14639519, 16677797, 16668065, 12103148, 7817, 6560331, 6398853
236, 16743025, 14698117, 16743225, 16733493, 12168576, 7842, 6586208, 6424515
237, 16808427, 14756651, 16808659, 16798927, 12234010, 7871, 6612093, 6450147
238, 16873935, 14815355, 16874156, 16864424, 12299507, 7886, 6637993, 6475854
239, 16939461, 14874145, 16939672, 16929940, 12365023, 7890, 6663882, 6501595
240, 17004978, 14932973, 17005188, 16995456, 12430539, 7893, 6689777, 6527361
241, 17070520, 14991853, 17070720, 17060988, 12496071, 7898, 6715681, 6553136
242, 17136018, 15050716, 17136234, 17126502, 12561585, 7903, 6741590, 6578917
243, 17201625, 15109678, 17201852, 17192120, 12627203, 7905, 6767490, 6604688
244, 17267278, 15168666, 17267509, 17257777, 12692860, 7907, 6793396, 6630466
245, 17332899, 15227607, 17333127, 17323395, 12758478, 7911, 6819301, 6656242
246, 17398503, 15286562, 17398740, 17389008, 12824091, 7916, 6845208, 6682020
247, 17464137, 15345532, 17464379, 17454647, 12889730, 7920, 6871117, 6707800
248, 17529740, 15404468, 17529977, 17520245, 12955328, 7923, 6897014, 6733569
249, 17595405, 15463363, 17595642, 17585910, 13020993, 7924, 6922919, 6759309
250, 17661041, 15522220, 17661292, 17651560, 13086643, 7934, 6948830, 6785038
251, 17726617, 15580992, 17726859, 17717127, 13152210, 7955, 6974714, 6810691
252, 17792224, 15639792, 17792459, 17782727, 13217810, 7974, 7000608, 6836335
253, 17857816, 15698552, 17858061, 17848329, 13283412, 7993, 7026503, 6861994
254, 17923434, 15757447, 17923671, 17913939, 13349022, 7999, 7052416, 6887771
255, 17989044, 15816412, 17989278, 17979546, 13414629, 8001, 7078335, 6913577
256, 18054614, 15875353, 18054853, 18045121, 13480204, 8007, 7104248, 6939377
257, 18120257, 15934340, 18120484, 18110752, 13545835, 8012, 7130165, 6965181
258, 18185843, 15993261, 18186076, 18176344, 13611427, 8014, 7156081, 6990984
259, 18251313, 16052090, 18251532, 18241800, 13676883, 8016, 7181979, 7016769
260, 18316785, 16110926, 18316968, 18307236, 13742319, 8020, 7207886, 7042556
261, 18382199, 16169570, 18382395, 18372663, 13807746, 8035, 7233791, 7068272
262, 18447667, 16228135, 18447855, 18438123, 13873206, 8054, 7259680, 7093934
263, 18513170, 16286910, 18513342, 18503610, 13938693, 8062, 7285582, 7119675
264, 18578593, 16345767, 18578776, 18569044, 14004127, 8064, 7311477, 7145458
265, 18644004, 16404649, 18644189, 18634457, 14069540, 8068, 7337389, 7171257
266, 18709433, 16463516, 18709622, 18699890, 14134973, 8075, 7363316, 7197058
267, 18774951, 16522474, 18775155, 18765423, 14200506, 8079, 7389231, 7222860
268, 18840485, 16581348, 18840703, 18830971, 14266054, 8086, 7415139, 7248625
269, 18905911, 16639952, 18906140, 18896408, 14331491, 8100, 7441017, 7274292
270, 18971385, 16698544, 18971618, 18961886, 14396969, 8118, 7466914, 7299952
271, 19036834, 16757159, 19037047, 19027315, 14462398, 8135, 7492810, 7325629
272, 19102302, 16815917, 19102524, 19092792, 14527875, 8147, 7518713, 7351365
273, 19167753, 16874584, 19167975, 19158243, 14593326, 8159, 7544608, 7377069
274, 19233183, 16933357, 19233394, 19223662, 14658745, 8165, 7570512, 7402824
275, 19298627, 16992267, 19298866, 19289134, 14724217, 8173, 7596431, 7428620
276, 19364085, 17051017, 19364315, 19354583, 14789666, 8195, 7622337, 7454344
277, 19429600, 17109778, 19429836, 19420104, 14855187, 8215, 7648243, 7480065
278, 19495119, 17168534, 19495353, 19485621, 14920704, 8236, 7674146, 7505785
279, 19560657, 17227387, 19560883, 19551151, 14986234, 8247, 7700055, 7531543
280, 19626169, 17286302, 19626397, 19616665, 15051748, 8253, 7725968, 7557329
281, 19691720, 17345256, 19691958, 19682226, 15117309, 8261, 7751883, 7583113
282, 19757276, 17404111, 19757515, 19747783, 15182866, 8281, 7777796, 7608858
283, 19822838, 17462973, 19823077, 19813345, 15248428, 8300, 7803706, 7634599
284, 19888403, 17521914, 19888631, 19878899, 15313982, 8310, 7829620, 7660373
285, 19953913, 17580740, 19954152, 19944420, 15379503, 8330, 7855514, 7686103
286, 20019450, 17639477, 20019706, 20009974, 15445057, 8355, 7881411, 7711796
287, 20085051, 17698065, 20085302, 20075570, 15510653, 8386, 7907296, 7737407
288, 20150635, 17756663, 20150889, 20141157, 15576240, 8416, 7933178, 7763025
289, 20216210, 17815322, 20216444, 20206712, 15641795, 8443, 7959075, 7788686
290, 20281641, 17873851, 20281865, 20272133, 15707216, 8473, 7984973, 7814349
291, 20347092, 17932386, 20347297, 20337565, 15772648, 8501, 8010870, 7840018
292, 20412530, 17990877, 20412713, 20402981, 15838064, 8527, 8036762, 7865675
293, 20477964, 18049510, 20478150, 20468418, 15903501, 8550, 8062662, 7891384
294, 20543327, 18108157, 20543510, 20533778, 15968861, 8572, 8088567, 7917106
295, 20608691, 18166815, 20608870, 20599138, 16034221, 8594, 8114468, 7942823
296, 20674093, 18225492, 20674279, 20664547, 16099630, 8614, 8140372, 7968552
297, 20739572, 18284170, 20739757, 20730025, 16165108, 8634, 8166276, 7994276
298, 20805020, 18342828, 20805206, 20795474, 16230557, 8654, 8192180, 8020008
299, 20870495, 18401591, 20870693, 20860961, 16296044, 8670, 8218080, 8045751
300, 20935965, 18460331, 20936173, 20926441, 16361524, 8680, 8243991, 8071501
301, 21001475, 18519044, 21001696, 20991964, 16427047, 8691, 8269894, 8097225
302, 21067021, 18577870, 21067228, 21057496, 16492579, 8700, 8295795, 8122989
303, 21132551, 18636752, 21132763, 21123031, 16558114, 8703, 8321701, 8148782
304, 21198037, 18695490, 21198260, 21188528, 16623611, 8714, 8347606, 8174520
305, 21263542, 18754242, 21263763, 21254031, 16689114, 8727, 8373509, 8200246
306, 21329101, 18813202, 21329311, 21319579, 16754662, 8729, 8399422, 8226042
307, 21394723, 18872208, 21394952, 21385220, 16820303, 8733, 8425332, 8251828
308, 21460324, 18931202, 21460549, 21450817, 16885900, 8737, 8451245, 8277625
309, 21525904, 18990202, 21526146, 21516414, 16951497, 8742, 8477163, 8303430
310, 21591545, 19049244, 21591780, 21582048, 17017131, 8746, 8503083, 8329237
311, 21657125, 19108199, 21657353, 21647621, 17082704, 8751, 8528989, 8355017
312, 21722747, 19167219, 21722983, 21713251, 17148334, 8753, 8554908, 8380823
313, 21788344, 19226221, 21788580, 21778848, 17213931, 8756, 8580825, 8406627
314, 21853893, 19285176, 21854144, 21844412, 17279495, 8762, 8606754, 8432443
315, 21919517, 19344177, 21919756, 21910024, 17345107, 8766, 8632680, 8458256
316, 21985131, 19403152, 21985364, 21975632, 17410715, 8769, 8658593, 8484056
317, 22050726, 19462110, 22050957, 22041225, 17476308, 8771, 8684501, 8509851
318, 22116329, 19521081, 22116566, 22106834, 17541917, 8773, 8710419, 8535656
319, 22181914, 19580029, 22182150, 22172418, 17607501, 8779, 8736333, 8561458
320, 22247534, 19638995, 22247766, 22238034, 17673117, 8784, 8762249, 8587261
321, 22313190, 19697978, 22313432, 22303700, 17738783, 8786, 8788171, 8613070
322, 22378675, 19756822, 22378893, 22369161, 17804244, 8788, 8814070, 8638856
323, 22444160, 19815690, 22444354, 22434622, 17869705, 8791, 8839979, 8664652
324, 22509618, 19874564, 22509811, 22500079, 17935162, 8797, 8865888, 8690448
325, 22575123, 19933470, 22575313, 22565581, 18000664, 8801, 8891796, 8716243
326, 22640642, 19992342, 22640825, 22631093, 18066176, 8808, 8917700, 8742017
327, 22706094, 20051069, 22706285, 22696553, 18131636, 8827, 8943591, 8767730
328, 22771525, 20109839, 22771716, 22761984, 18197067, 8841, 8969492, 8793473
329, 22836972, 20168719, 22837166, 22827434, 18262517, 8846, 8995412, 8819281
330, 22902560, 20227698, 22902756, 22893024, 18328107, 8850, 9021322, 8845078
331, 22968146, 20286658, 22968355, 22958623, 18393706, 8853, 9047231, 8870874
332, 23033687, 20345579, 23033887, 23024155, 18459238, 8855, 9073133, 8896664
333, 23099187, 20404411, 23099396, 23089664, 18524747, 8865, 9099032, 8922399
334, 23164649, 20463043, 23164862, 23155130, 18590213, 8885, 9124921, 8948055
335, 23230216, 20521885, 23230428, 23220696, 18655779, 8900, 9150834, 8973822
336, 23295788, 20580779, 23295993, 23286261, 18721344, 8902, 9176743, 8999618
337, 23361316, 20639622, 23361523, 23351791, 18786874, 8904, 9202659, 9025405
338, 23426854, 20698461, 23427083, 23417351, 18852434, 8912, 9228564, 9051145
339, 23492468, 20757248, 23492697, 23482965, 18918048, 8936, 9254477, 9076832
340, 23558095, 20816086, 23558331, 23548599, 18983682, 8949, 9280395, 9102571
341, 23623649, 20874668, 23623883, 23614151, 19049234, 8960, 9306276, 9128198
342, 23689165, 20933067, 23689406, 23679674, 19114757, 8978, 9332142, 9153756
