index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 36536, 0, 38584, 1419, 1419, 79, 43864, 2
2, 77857, 0, 79905, 1419, 1419, 79, 91110, 2
3, 116419, 0, 118467, 1419, 1419, 79, 136311, 2
4, 155394, 0, 157442, 1419, 1419, 79, 179849, 2
5, 194990, 0, 197038, 1419, 1419, 79, 226264, 2
6, 233101, 0, 235149, 1419, 1419, 79, 268924, 2
7, 273325, 0, 275373, 1419, 1419, 79, 315720, 5
8, 313159, 0, 315207, 1419, 1419, 79, 360334, 5
9, 353714, 0, 355762, 1419, 1419, 79, 406870, 11
10, 393509, 0, 395557, 1419, 1419, 79, 452198, 13
11, 433096, 0, 435144, 1419, 1419, 79, 498785, 22
12, 472349, 0, 474397, 1419, 1419, 79, 542959, 23
13, 511689, 0, 513737, 1419, 1419, 79, 589999, 27
14, 551899, 0, 553947, 1419, 1419, 79, 637251, 29
15, 591106, 0, 593154, 1419, 1419, 79, 682837, 29
16, 630601, 0, 632649, 1419, 1419, 79, 728927, 29
17, 670514, 0, 672562, 1419, 1419, 79, 774780, 29
18, 709023, 0, 711071, 1419, 1419, 79, 820764, 29
19, 749812, 0, 751860, 1419, 1419, 79, 866906, 31
20, 789631, 0, 791679, 1419, 1419, 79, 914118, 31
21, 829140, 0, 831188, 1419, 1419, 79, 958186, 31
22, 869084, 0, 871132, 1419, 1419, 79, 1005138, 31
23, 908557, 0, 910605, 1419, 1419, 79, 1049585, 31
24, 948574, 0, 950622, 1419, 1419, 79, 1094814, 31
25, 989538, 0, 991586, 1419, 1419, 79, 1140411, 31
26, 1027951, 0, 1029999, 1419, 1419, 79, 1184955, 37
27, 1069293, 0, 1071341, 1419, 1419, 79, 1232492, 37
28, 1108072, 0, 1110120, 1419, 1419, 79, 1275561, 43
29, 1150207, 0, 1152255, 1419, 1419, 79, 1323705, 43
30, 1189294, 0, 1191342, 1419, 1419, 79, 1367721, 43
31, 1230719, 0, 1232767, 1419, 1419, 79, 1415662, 44
32, 1269580, 0, 1271628, 1419, 1419, 79, 1459222, 44
33, 1309673, 0, 1311721, 1419, 1419, 79, 1505571, 44
34, 1348573, 0, 1350621, 1419, 1419, 79, 1550178, 44
35, 1389258, 0, 1391306, 1419, 1419, 79, 1597258, 47
36, 1428340, 0, 1430388, 1419, 1419, 79, 1641301, 47
37, 1468897, 0, 1470945, 1419, 1419, 79, 1689881, 47
38, 1509226, 0, 1511274, 1419, 1419, 79, 1736539, 50
39, 1549299, 0, 1551347, 1419, 1419, 79, 1781986, 50
40, 1589715, 0, 1591763, 1419, 1419, 79, 1828759, 53
41, 1631267, 0, 1633315, 1419, 1419, 79, 1874735, 53
42, 1671042, 0, 1673090, 1419, 1419, 79, 1921708, 53
43, 1713402, 0, 1715450, 1419, 1419, 79, 1968116, 53
44, 1752113, 0, 1754161, 1419, 1419, 79, 2014415, 53
45, 1794216, 0, 1796264, 1419, 1419, 79, 2061706, 53
46, 1833129, 0, 1835177, 1419, 1419, 79, 2107439, 53
47, 1874447, 0, 1876495, 1419, 1419, 79, 2153901, 64
48, 1914622, 0, 1916670, 1419, 1419, 79, 2200037, 66
49, 1954349, 0, 1956397, 1419, 1419, 79, 2244743, 66
50, 1995172, 0, 1997220, 1419, 1419, 79, 2292134, 74
51, 2035200, 0, 2037248, 1419, 1419, 79, 2338306, 74
52, 2073344, 0, 2075392, 1419, 0, 0, 2381573, 77
53, 2075691, 0, 2077739, 1419, 0, 0, 2384113, 77
54, 2077889, 0, 2079937, 1419, 0, 0, 2386657, 77
55, 2080194, 0, 2082242, 1419, 0, 0, 2389173, 77
56, 2082442, 0, 2084490, 1419, 0, 0, 2391674, 77
57, 2084771, 0, 2086819, 1419, 0, 0, 2394173, 77
58, 2087122, 0, 2089170, 1419, 0, 0, 2396672, 77
59, 2089577, 0, 2091625, 1419, 0, 0, 2399254, 77
60, 2091984, 0, 2094032, 1419, 0, 0, 2401856, 77
61, 2094097, 0, 2096145, 1419, 0, 0, 2404349, 77
62, 2096127, 0, 2098175, 1419, 0, 0, 2406832, 77
63, 2098258, 0, 2100306, 1419, 0, 0, 2409342, 77
64, 2100592, 0, 2102640, 1419, 0, 0, 2411897, 77
65, 2102850, 0, 2104898, 1419, 0, 0, 2414404, 77
66, 2105227, 0, 2107275, 1419, 0, 0, 2416947, 77
67, 2107410, 0, 2109458, 1419, 0, 0, 2419484, 77
68, 2109660, 0, 2111708, 1419, 0, 0, 2422072, 77
69, 2111989, 0, 2114037, 1419, 0, 0, 2424584, 77
70, 2114432, 0, 2116480, 1419, 0, 0, 2427119, 77
71, 2116759, 0, 2118807, 1419, 0, 0, 2429645, 77
72, 2119142, 0, 2121190, 1419, 0, 0, 2432052, 77
73, 2121425, 0, 2123473, 1419, 0, 0, 2434593, 77
74, 2123770, 0, 2125818, 1419, 0, 0, 2437053, 77
75, 2127052, 0, 2129100, 1419, 0, 0, 2439415, 77
76, 2129660, 0, 2131708, 1419, 0, 0, 2441853, 77
77, 2131790, 0, 2133838, 1419, 0, 0, 2444346, 77
78, 2134276, 0, 2136324, 1419, 0, 0, 2446856, 77
79, 2136639, 0, 2138687, 1419, 0, 0, 2449421, 77
80, 2138963, 0, 2141011, 1419, 0, 0, 2451984, 77
81, 2141283, 0, 2143331, 1419, 0, 0, 2454619, 77
82, 2143685, 0, 2145733, 1419, 0, 0, 2457076, 77
83, 2146018, 0, 2148066, 1419, 0, 0, 2459623, 77
84, 2148074, 0, 2150122, 1419, 0, 0, 2462202, 77
85, 2150400, 0, 2152448, 1419, 0, 0, 2464648, 77
86, 2152788, 0, 2154836, 1419, 0, 0, 2467217, 77
87, 2155084, 0, 2157132, 1419, 0, 0, 2469715, 77
88, 2157241, 0, 2159289, 1419, 0, 0, 2472212, 77
89, 2159699, 0, 2161747, 1419, 0, 0, 2474695, 77
90, 2162198, 0, 2164246, 1419, 0, 0, 2477195, 77
91, 2164531, 0, 2166579, 1419, 0, 0, 2479715, 77
92, 2166646, 0, 2168694, 1419, 0, 0, 2482241, 77
93, 2169020, 0, 2171068, 1419, 0, 0, 2484797, 77
94, 2171261, 0, 2173309, 1419, 0, 0, 2487206, 77
95, 2173767, 0, 2175815, 1419, 0, 0, 2489783, 77
96, 2176036, 0, 2178084, 1419, 0, 0, 2492198, 77
97, 2178410, 0, 2180458, 1419, 0, 0, 2494765, 77
98, 2180742, 0, 2182790, 1419, 0, 0, 2497218, 77
99, 2183044, 0, 2185092, 1419, 0, 0, 2499707, 77
100, 2185293, 0, 2187341, 1419, 0, 0, 2502199, 77
101, 2187435, 0, 2189483, 1419, 0, 0, 2504772, 77
102, 2189538, 0, 2191586, 1419, 0, 0, 2507266, 77
103, 2191605, 0, 2193653, 1419, 0, 0, 2509793, 77
104, 2194049, 0, 2196097, 1419, 0, 0, 2512372, 77
105, 2196209, 0, 2198257, 1419, 0, 0, 2514837, 77
106, 2198556, 0, 2200604, 1419, 0, 0, 2517368, 77
107, 2200836, 0, 2202884, 1419, 0, 0, 2519872, 77
108, 2203113, 0, 2205161, 1419, 0, 0, 2522420, 77
109, 2205359, 0, 2207407, 1419, 0, 0, 2524865, 77
110, 2207702, 0, 2209750, 1419, 0, 0, 2527463, 77
111, 2210039, 0, 2212087, 1419, 0, 0, 2530056, 77
112, 2212489, 0, 2214537, 1419, 0, 0, 2532518, 77
113, 2214754, 0, 2216802, 1419, 0, 0, 2535036, 77
114, 2217230, 0, 2219278, 1419, 0, 0, 2537430, 77
115, 2220548, 0, 2222596, 1419, 0, 0, 2539818, 77
116, 2222957, 0, 2225005, 1419, 0, 0, 2542291, 77
117, 2225221, 0, 2227269, 1419, 0, 0, 2544835, 77
118, 2227520, 0, 2229568, 1419, 0, 0, 2547363, 77
119, 2229825, 0, 2231873, 1419, 0, 0, 2550018, 77
120, 2232145, 0, 2234193, 1419, 0, 0, 2552531, 77
