index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
182, 1135353, 861798, 1135944, 932405, 324561, 1564, 1080393, 868169
183, 1137263, 862916, 1138193, 933383, 325539, 1575, 1081940, 868653
184, 1140062, 864811, 1140212, 935043, 327199, 1596, 1082930, 869520
185, 1145532, 870010, 1145633, 940464, 332620, 1599, 1085391, 871875
186, 1147209, 871595, 1147905, 942383, 334539, 1609, 1087527, 872957
187, 1147648, 872002, 1148445, 942923, 335079, 1621, 1091259, 875591
188, 1148072, 872402, 1148962, 943440, 335596, 1626, 1095194, 878771
189, 1148758, 872863, 1149558, 943920, 336076, 1629, 1099273, 882546
190, 1149454, 873232, 1150086, 944243, 336399, 1630, 1103155, 886239
191, 1149937, 873586, 1150530, 944687, 336843, 1631, 1105702, 888582
192, 1150685, 874144, 1151276, 945433, 337589, 1631, 1110262, 892948
193, 1151130, 874467, 1151747, 945904, 338060, 1631, 1113360, 895823
194, 1151595, 874814, 1152201, 946358, 338514, 1632, 1117125, 899207
195, 1152160, 875243, 1152801, 946958, 339114, 1633, 1120969, 902932
196, 1152809, 875716, 1153427, 947584, 339740, 1633, 1125463, 906880
197, 1153471, 876200, 1154077, 948220, 340376, 1635, 1129859, 910834
198, 1153841, 876488, 1154404, 948547, 340703, 1637, 1131826, 912581
199, 1154496, 876977, 1155099, 949242, 341398, 1637, 1136542, 916798
200, 1155109, 877380, 1155862, 949891, 342047, 1637, 1140966, 920191
201, 1155499, 877672, 1156324, 950353, 342509, 1638, 1145265, 924066
202, 1155945, 877977, 1156811, 950840, 342996, 1639, 1149403, 927668
203, 1156696, 878316, 1157732, 951307, 343463, 1649, 1154085, 931337
204, 1157199, 878657, 1158258, 951792, 343948, 1651, 1158274, 935187
205, 1157710, 878883, 1159043, 952065, 344221, 1665, 1162307, 938612
206, 1158608, 879133, 1160122, 952121, 344277, 1668, 1166468, 942153
207, 1159455, 879357, 1161030, 952145, 344301, 1668, 1170162, 944817
208, 1160252, 879627, 1161778, 952325, 344481, 1668, 1173875, 948335
209, 1161058, 879924, 1162400, 952461, 344617, 1668, 1177887, 951708
210, 1162064, 880092, 1163514, 952461, 344617, 1668, 1181757, 954630
211, 1162749, 880251, 1164483, 952480, 344636, 1668, 1184887, 957295
212, 1163653, 880415, 1165343, 952486, 344642, 1668, 1188276, 959749
213, 1164584, 880581, 1166303, 952499, 344655, 1668, 1191420, 962425
214, 1165463, 880739, 1167142, 952505, 344661, 1668, 1194658, 964729
215, 1166423, 880895, 1168126, 952511, 344667, 1668, 1197859, 967463
216, 1167573, 881087, 1169287, 952530, 344686, 1669, 1201651, 970319
217, 1168433, 881255, 1170114, 952537, 344693, 1669, 1204873, 972605
218, 1169405, 881429, 1171095, 952551, 344707, 1670, 1207982, 975246
219, 1170253, 881583, 1171915, 952566, 344722, 1670, 1211424, 977746
220, 1171200, 881748, 1172886, 952575, 344731, 1670, 1214637, 980489
221, 1176499, 884368, 1176993, 954438, 346594, 1710, 1219975, 984050
222, 1180006, 887063, 1180500, 957610, 349766, 1739, 1225884, 989171
223, 1183672, 889886, 1184160, 960890, 353046, 1756, 1231576, 994282
224, 1187401, 892700, 1187908, 964168, 356324, 1762, 1237397, 999662
225, 1191083, 895533, 1191575, 967473, 359629, 1768, 1243319, 1005267
226, 1203373, 903337, 1203488, 973668, 365824, 1817, 1248539, 1008625
227, 1212492, 908861, 1213066, 978624, 370780, 1881, 1256994, 1016222
228, 1217265, 912654, 1217371, 982929, 375085, 1893, 1258716, 1017685
229, 1225386, 917813, 1225693, 987743, 379899, 1920, 1261940, 1019826
230, 1270515, 956940, 1271571, 1033132, 425288, 2095, 1282307, 1038250
231, 1329253, 1010625, 1329557, 1090141, 482297, 2112, 1310262, 1066090
232, 1330263, 1010950, 1332091, 1091418, 483574, 2121, 1313712, 1068212
233, 1334141, 1012606, 1334570, 1091776, 483932, 2125, 1315932, 1070347
234, 1336543, 1014258, 1336985, 1093373, 485529, 2136, 1318106, 1072455
235, 1338912, 1015910, 1339403, 1094982, 487138, 2139, 1320302, 1074607
236, 1342995, 1019062, 1344728, 1099104, 491260, 2169, 1323139, 1076734
237, 1346783, 1020636, 1347341, 1099269, 491425, 2170, 1325475, 1079070
238, 1351151, 1023800, 1351621, 1102433, 494589, 2184, 1328480, 1082074
239, 1355810, 1026744, 1355927, 1106040, 498196, 2236, 1331744, 1085244
240, 1361657, 1032051, 1361826, 1111939, 504095, 2277, 1334015, 1087450
241, 1363212, 1033461, 1363287, 1113400, 505556, 2277, 1334532, 1087967
242, 1394777, 1052693, 1395137, 1134222, 526378, 2496, 1357779, 1107565
243, 1396748, 1054229, 1397950, 1136056, 528212, 2520, 1361689, 1108532
244, 1398792, 1055450, 1399514, 1137046, 529202, 2551, 1364818, 1110416
245, 1403015, 1058579, 1403557, 1140932, 533088, 2595, 1371306, 1114784
246, 1424069, 1076793, 1424195, 1161141, 553297, 2703, 1386485, 1124242
247, 1452050, 1102372, 1452351, 1189181, 581337, 2768, 1405987, 1135867
248, 1467084, 1115106, 1467545, 1204280, 596436, 2812, 1418495, 1144794
249, 1471214, 1117458, 1472899, 1207968, 600124, 2903, 1426861, 1149476
250, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
251, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
252, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
253, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
254, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
255, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
256, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
257, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
258, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
259, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
260, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
261, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
262, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
263, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
264, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
265, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
266, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
267, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429333, 1149869
268, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429413, 1149869
269, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429413, 1149869
270, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429413, 1149869
271, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429413, 1149869
272, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429415, 1149869
273, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429415, 1149869
274, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429415, 1149869
275, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429415, 1149869
276, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429416, 1149869
277, 1472777, 1117766, 1474505, 1208131, 600287, 2908, 1429416, 1149869
278, 1475909, 1118519, 1477208, 1208473, 600629, 2916, 1431155, 1150241
279, 1496888, 1136082, 1496981, 1227447, 619603, 2984, 1439911, 1158827
280, 1496930, 1136085, 1497419, 1227549, 619705, 2991, 1440731, 1158895
281, 1498126, 1136919, 1499343, 1228925, 621081, 3006, 1442268, 1159291
282, 1501276, 1138875, 1501419, 1230572, 622728, 3023, 1443273, 1160169
283, 1506744, 1144064, 1506858, 1236011, 628167, 3027, 1445732, 1162514
284, 1508483, 1145696, 1509184, 1237983, 630139, 3036, 1447881, 1163620
285, 1508921, 1146101, 1509644, 1238443, 630599, 3045, 1450838, 1165650
286, 1509344, 1146509, 1510174, 1238973, 631129, 3048, 1454152, 1168751
287, 1509919, 1146943, 1510714, 1239503, 631659, 3052, 1457784, 1171648
288, 1510699, 1147377, 1511303, 1239918, 632074, 3054, 1461806, 1175316
289, 1511333, 1147844, 1511940, 1240555, 632711, 3055, 1465990, 1179397
290, 1511710, 1148141, 1512332, 1240947, 633103, 3056, 1468591, 1181864
291, 1512319, 1148594, 1512908, 1241523, 633679, 3059, 1472804, 1185621
292, 1512903, 1149044, 1513496, 1242111, 634267, 3059, 1476882, 1189425
293, 1513520, 1149478, 1514110, 1242725, 634881, 3060, 1481288, 1193209
294, 1514099, 1149922, 1514722, 1243337, 635493, 3060, 1485485, 1196670
295, 1514537, 1150262, 1515160, 1243775, 635931, 3061, 1488610, 1199478
296, 1515051, 1150640, 1515699, 1244314, 636470, 3061, 1492876, 1203359
297, 1515805, 1151179, 1516430, 1245045, 637201, 3062, 1497487, 1207684
298, 1516450, 1151658, 1517072, 1245687, 637843, 3062, 1501550, 1211261
299, 1517150, 1152142, 1517867, 1246355, 638511, 3063, 1506627, 1214869
300, 1517619, 1152471, 1518384, 1246872, 639028, 3063, 1510912, 1218740
301, 1518002, 1152739, 1518840, 1247326, 639482, 3066, 1514580, 1222168
302, 1518669, 1153087, 1519754, 1247821, 639977, 3082, 1518828, 1225596
303, 1519243, 1153264, 1520775, 1247853, 640009, 3084, 1522027, 1228324
304, 1520006, 1153535, 1521582, 1248067, 640223, 3091, 1525585, 1231262
305, 1521055, 1153692, 1522715, 1248067, 640223, 3091, 1529350, 1234090
306, 1521947, 1153961, 1523529, 1248078, 640234, 3091, 1532735, 1236859
307, 1522833, 1154161, 1524429, 1248099, 640255, 3091, 1536394, 1239564
308, 1523807, 1154342, 1525425, 1248140, 640296, 3091, 1539507, 1242182
309, 1524862, 1154518, 1526575, 1248158, 640314, 3091, 1543225, 1244990
310, 1525757, 1154707, 1527425, 1248171, 640327, 3092, 1546543, 1247371
311, 1526711, 1154875, 1528393, 1248180, 640336, 3092, 1549587, 1249947
312, 1527779, 1155036, 1529517, 1248197, 640353, 3092, 1553415, 1252839
313, 1528699, 1155218, 1530376, 1248205, 640361, 3092, 1556650, 1255138
314, 1529641, 1155380, 1531346, 1248212, 640368, 3092, 1559724, 1257744
315, 1530720, 1155544, 1532463, 1248220, 640376, 3092, 1563484, 1260567
316, 1531666, 1155718, 1533365, 1248223, 640379, 3092, 1566856, 1263003
317, 1534960, 1156856, 1536025, 1248528, 640684, 3103, 1570305, 1265221
318, 1539199, 1159899, 1539700, 1251833, 643989, 3139, 1576314, 1270285
319, 1542981, 1162755, 1543486, 1255099, 647255, 3148, 1582224, 1275552
320, 1546449, 1165380, 1546940, 1258106, 650262, 3156, 1587826, 1280622
321, 1550148, 1168220, 1550655, 1261370, 653526, 3157, 1593795, 1286147
322, 1560190, 1173464, 1560289, 1265062, 657218, 3185, 1600147, 1290771
323, 1568189, 1180670, 1569606, 1273257, 665413, 3258, 1606392, 1296438
324, 1573729, 1183199, 1574476, 1274646, 666802, 3276, 1610889, 1300284
325, 1583709, 1190322, 1584169, 1281519, 673675, 3297, 1614475, 1302964
326, 1631646, 1231430, 1631809, 1328020, 720176, 3446, 1633089, 1319483
327, 1651383, 1249250, 1652170, 1347870, 740026, 3493, 1645731, 1332012
328, 1690089, 1284875, 1691906, 1386198, 778354, 3500, 1664507, 1349402
329, 1693973, 1286530, 1694376, 1386555, 778711, 3504, 1666711, 1351537
330, 1696410, 1288185, 1696812, 1388153, 780309, 3514, 1668908, 1353671
331, 1698872, 1289843, 1699269, 1389753, 781909, 3519, 1671058, 1355794
332, 1702987, 1293030, 1704612, 1393893, 786049, 3548, 1673896, 1357923
333, 1706746, 1294607, 1707225, 1394058, 786214, 3549, 1676232, 1360259
334, 1709131, 1296193, 1709863, 1395639, 787795, 3558, 1678586, 1362612
335, 1711588, 1297873, 1712877, 1397863, 790019, 3591, 1681482, 1365470
336, 1721491, 1305872, 1721686, 1406582, 798738, 3654, 1684935, 1368802
337, 1723073, 1307288, 1723144, 1408040, 800196, 3654, 1685447, 1369314
338, 1741989, 1315568, 1742458, 1416305, 808461, 3790, 1700314, 1381328
339, 1756949, 1328467, 1758099, 1431041, 823197, 3900, 1712631, 1389931
340, 1757691, 1329027, 1758840, 1431710, 823866, 3922, 1714745, 1391130
341, 1762038, 1332048, 1762681, 1435200, 827356, 3966, 1721095, 1395106
342, 1769702, 1337780, 1770106, 1442256, 834412, 4043, 1731425, 1399578
343, 1806241, 1371827, 1806738, 1478833, 870989, 4122, 1753823, 1415090
344, 1825029, 1387789, 1825474, 1497507, 889663, 4176, 1768230, 1424765
345, 1830675, 1391531, 1831720, 1502440, 894596, 4264, 1777876, 1431046
346, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
347, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
348, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
349, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
350, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
351, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
352, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
353, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
354, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
355, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
356, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
357, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
358, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
359, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
360, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
361, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
362, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
363, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781516, 1431520
364, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781596, 1431520
365, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781596, 1431520
366, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781596, 1431520
367, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781596, 1431520
368, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781596, 1431520
369, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781598, 1431520
370, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781598, 1431520
371, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781598, 1431520
372, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781599, 1431520
373, 1832810, 1391971, 1834525, 1502779, 894935, 4278, 1781599, 1431520
374, 1835878, 1392715, 1837186, 1503036, 895192, 4285, 1783327, 1431884
375, 1856445, 1409945, 1856538, 1521571, 913727, 4353, 1792058, 1440445
376, 1856478, 1409945, 1856784, 1521674, 913830, 4361, 1792589, 1440487
377, 1857016, 1410429, 1858502, 1522589, 914745, 4371, 1794229, 1440770
